"Province_State" "Country_Region" "Lat" "Long" "Confirmed" "Deaths"
"New York" "US" 40.7672726 -73.97152637 132551 4332
"New York" "US" 43.19898042 -78.74777412 18367 333
"New York" "US" 43.24375382 -75.43710392 21472 498
"New York" "US" 43.00491923 -76.19971155 36119 661
"New York" "US" 42.85145728 -77.30874425 6902 92
"New York" "US" 41.40337468 -74.30240757 46223 782
"New York" "US" 43.2516977 -78.2320066 2782 83
"New York" "US" 43.42778894 -76.14635194 6998 90
"New York" "US" 42.63492579 -75.03151402 3200 47
"New York" "US" 41.42630093 -73.74965532 10231 91
"New York" "US" 40.71088124 -73.81684712 264360 9590
"New York" "US" 42.71348136 -73.51089874 10709 136
"New York" "US" 40.58582155 -74.14808598 70965 1755
"New York" "US" 41.15027894 -74.02560498 45739 944
"New York" "US" 43.10904162 -73.86653895 14454 161
"New York" "US" 42.81668777 -74.05278291 12435 193
"New York" "US" 42.58831742 -74.4433903 1555 16
"New York" "US" 42.39184015 -76.8773299 992 14
"New York" "US" 42.78081007 -76.82497064 1885 56
"New York" "US" 44.4976179 -75.06550039 6225 95
"New York" "US" 42.2689144 -77.3829924 6309 142
"New York" "US" 40.88320119 -72.8012172 193919 3316
"New York" "US" 41.71579493 -74.76394559 6167 68
"New York" "US" 42.16852837 -76.30835812 3423 58
"New York" "US" 42.44945765 -76.47229843 4064 49
"New York" "US" 41.89027881 -74.26252104 13082 241
"New York" "US" 43.56173026 -73.8433699 3395 56
"New York" "US" 43.31153794 -73.43043448 2867 55
"New York" "US" 43.15494365 -77.02976528 5272 67
"New York" "US" 41.16278376 -73.75741653 125913 2246
"New York" "US" 42.70145109 -78.22199579 3263 51
"New York" "US" 42.63505484 -77.10369919 1110 26
"North Carolina" "US" 36.0434701 -79.39976137 17455 262
"North Carolina" "US" 35.9223796 -81.17751948 4293 83
"North Carolina" "US" 36.49360862 -81.12857041 987 5
"North Carolina" "US" 34.97403241 -80.09953279 2491 55
"North Carolina" "US" 36.43296207 -81.49862729 2032 41
"North Carolina" "US" 36.07569796 -81.92308483 2059 20
"North Carolina" "US" 35.48531943 -76.84325809 4469 94
"North Carolina" "US" 36.0688473 -76.96545943 1727 43
"North Carolina" "US" 34.61296243 -78.56180059 3168 41
"North Carolina" "US" 34.070565 -78.22814204 8860 147
"North Carolina" "US" 35.61113393 -82.53305 17037 313
"North Carolina" "US" 35.74989637 -81.70755735 9750 149
"North Carolina" "US" 35.3877799 -80.55267168 20922 248
"North Carolina" "US" 35.95204977 -81.54799522 9135 103
"North Carolina" "US" 36.33804939 -76.15568396 639 5
"North Carolina" "US" 34.8932941 -76.54120135 4949 47
"North Carolina" "US" 36.39312665 -79.33353281 2114 27
"North Carolina" "US" 35.66211129 -81.2132617 18649 295
"North Carolina" "US" 35.70394416 -79.25541492 4528 87
"North Carolina" "US" 35.1349263 -84.05970864 2390 20
"North Carolina" "US" 36.12908077 -76.60118385 1426 22
"North Carolina" "US" 35.05704275 -83.74353633 712 18
"North Carolina" "US" 35.33553364 -81.55204486 11145 222
"North Carolina" "US" 34.26744084 -78.65801424 6220 149
"North Carolina" "US" 35.11833364 -77.08398081 9094 123
"North Carolina" "US" 35.04762133 -78.82623165 26982 294
"North Carolina" "US" 36.36123664 -75.95876401 1493 15
"North Carolina" "US" 35.66520691 -75.71767334 2049 8
"North Carolina" "US" 35.79115496 -80.21256572 15899 185
"North Carolina" "US" 35.93099927 -80.54496571 3938 37
"North Carolina" "US" 34.93449805 -77.93140529 6117 128
"North Carolina" "US" 36.03638492 -78.87608331 24242 217
"North Carolina" "US" 35.91230639 -77.59436892 5302 107
"North Carolina" "US" 36.12859861 -80.25459052 34553 369
"North Carolina" "US" 36.081519 -78.28708884 6417 48
"North Carolina" "US" 35.29373559 -81.17477045 25706 409
"North Carolina" "US" 36.44667547 -76.69749701 721 12
"North Carolina" "US" 35.3506925 -83.83369267 574 12
"North Carolina" "US" 36.30337451 -78.65184241 5751 80
"North Carolina" "US" 35.48544173 -77.67578087 2246 42
"North Carolina" "US" 36.07959451 -79.78824948 45274 655
"North Carolina" "US" 36.25669272 -77.6556109 5408 108
"North Carolina" "US" 35.36731853 -78.87243571 11012 165
"North Carolina" "US" 35.55269063 -82.98196486 4205 92
"North Carolina" "US" 35.33788927 -82.4766782 9853 157
"North Carolina" "US" 36.3607755 -76.98104134 2051 63
"North Carolina" "US" 35.01888303 -79.23651674 4511 55
"North Carolina" "US" 35.42017674 -76.15180542 656 8
"North Carolina" "US" 35.80950511 -80.8743128 18036 205
"North Carolina" "US" 35.28814273 -83.14093385 3545 56
"North Carolina" "US" 35.51745004 -78.36622717 20367 209
"North Carolina" "US" 35.02254606 -77.35870791 806 18
"North Carolina" "US" 35.47623147 -79.17569362 5808 76
"North Carolina" "US" 35.2403259 -77.64245615 5744 110
"North Carolina" "US" 35.48508185 -81.21740317 9656 85
"North Carolina" "US" 35.14867843 -83.41696617 2944 32
"North Carolina" "US" 35.85402722 -82.71346418 1521 40
"North Carolina" "US" 35.84326734 -77.10860251 2204 39
"North Carolina" "US" 35.67736232 -82.0482425 5122 63
"North Carolina" "US" 35.24469268 -80.8317671 107500 924
"North Carolina" "US" 36.01059309 -82.1582442 1357 16
"North Carolina" "US" 35.33155144 -79.90416657 3268 93
"North Carolina" "US" 35.30885257 -79.48474178 8597 186
"North Carolina" "US" 35.96575634 -77.98422508 11047 177
"North Carolina" "US" 34.25758282 -77.87075626 18435 162
"North Carolina" "US" 36.41736238 -77.39769443 1846 42
"North Carolina" "US" 34.72607366 -77.42908179 16028 142
"North Carolina" "US" 36.06092947 -79.12167935 8355 101
"North Carolina" "US" 35.15253315 -76.66559823 1104 13
"North Carolina" "US" 36.26723798 -76.25134778 3245 80
"North Carolina" "US" 34.52265624 -77.90352133 5182 69
"North Carolina" "US" 36.17847453 -76.40603143 970 9
"North Carolina" "US" 36.38989032 -78.97217358 3259 67
"North Carolina" "US" 35.59535426 -77.37353178 18844 86
"North Carolina" "US" 35.27820615 -82.16812354 1438 27
"North Carolina" "US" 35.71015088 -79.80570339 14670 222
"North Carolina" "US" 35.00417719 -79.74491009 4525 92
"North Carolina" "US" 34.64244496 -79.1025053 15987 227
"North Carolina" "US" 36.39593137 -79.77504841 7273 94
"North Carolina" "US" 35.64003916 -80.52446628 16265 299
"North Carolina" "US" 35.40114178 -81.92112099 7097 206
"North Carolina" "US" 34.98820368 -78.36914061 7684 106
"North Carolina" "US" 34.8386299 -79.4757978 3648 82
"North Carolina" "US" 35.31647813 -80.25093221 7572 112
"North Carolina" "US" 36.4017975 -80.23893369 3883 79
"North Carolina" "US" 36.41689489 -80.69102283 7959 156
"North Carolina" "US" 35.48665845 -83.48748932 1200 17
"North Carolina" "US" 35.20383864 -82.79638423 2228 30
"North Carolina" "US" 35.87147226 -76.17055253 313 6
"North Carolina" "US" 34.98960527 -80.52955873 23395 211
"North Carolina" "US" 36.36880673 -78.40670845 4799 85
"North Carolina" "US" 35.78879266 -78.65249174 84154 713
"North Carolina" "US" 36.39728256 -78.10652228 1753 20
"North Carolina" "US" 35.83810081 -76.57299037 1041 31
"North Carolina" "US" 36.23103603 -81.70033724 4390 31
"North Carolina" "US" 35.36438125 -78.00027268 10819 238
"North Carolina" "US" 36.2084135 -81.16232895 6477 108
"North Carolina" "US" 35.70625477 -77.917978 9364 167
"North Carolina" "US" 36.16222629 -80.66239436 3872 47
"North Carolina" "US" 35.90079156 -82.31237181 1558 27
"North Dakota" "US" 46.09686891 -102.5285397 269 3
"North Dakota" "US" 46.93579637 -98.06605978 1364 31
"North Dakota" "US" 48.0683985 -99.35916363 1047 18
"North Dakota" "US" 47.02366884 -103.3762965 53 0
"North Dakota" "US" 48.79106111 -100.8378166 708 20
"North Dakota" "US" 46.11285362 -103.5203343 399 5
"North Dakota" "US" 48.79094471 -102.5182117 233 1
"North Dakota" "US" 46.97847375 -100.4645214 15264 189
"North Dakota" "US" 46.93201724 -97.2444719 23807 200
"North Dakota" "US" 48.77286211 -98.46685243 427 5
"North Dakota" "US" 46.11017712 -98.5049008 775 32
"North Dakota" "US" 48.8149387 -103.4873611 173 2
"North Dakota" "US" 47.35423935 -102.6160468 374 7
"North Dakota" "US" 47.71701474 -98.90432337 464 6
"North Dakota" "US" 46.28398398 -100.2389766 411 13
"North Dakota" "US" 47.4571084 -98.88279923 576 19
"North Dakota" "US" 46.94022281 -103.8465421 256 3
"North Dakota" "US" 47.92093639 -97.45450447 10363 77
"North Dakota" "US" 46.35821257 -101.6390013 196 7
"North Dakota" "US" 47.45785838 -98.23850925 312 2
"North Dakota" "US" 46.43375068 -102.4632417 324 4
"North Dakota" "US" 46.97830064 -99.77507857 262 10
"North Dakota" "US" 46.45681054 -98.53542355 518 17
"North Dakota" "US" 46.45729487 -99.47719806 244 8
"North Dakota" "US" 48.23104458 -100.6324822 631 22
"North Dakota" "US" 46.11182017 -99.44145858 330 7
"North Dakota" "US" 47.7413337 -103.395905 1237 12
"North Dakota" "US" 47.60766714 -101.3182418 1253 30
"North Dakota" "US" 47.31213126 -101.8318399 1105 10
"North Dakota" "US" 46.71681782 -101.2822377 5126 98
"North Dakota" "US" 48.20197971 -102.3555315 1302 17
"North Dakota" "US" 47.9226426 -98.19038437 471 14
"North Dakota" "US" 47.11530482 -101.3406158 155 3
"North Dakota" "US" 48.76623521 -97.5523809 800 11
"North Dakota" "US" 48.24977025 -99.96407787 533 25
"North Dakota" "US" 48.26886249 -98.72223879 1683 30
"North Dakota" "US" 46.45621782 -97.65742504 660 17
"North Dakota" "US" 48.71982533 -101.6603912 318 14
"North Dakota" "US" 46.26440649 -96.94852979 1960 17
"North Dakota" "US" 48.77245354 -99.84097493 2136 28
"North Dakota" "US" 46.10830372 -97.63217159 472 6
"North Dakota" "US" 47.57700669 -100.3426391 115 2
"North Dakota" "US" 46.11323337 -101.0440149 649 11
"North Dakota" "US" 46.44737738 -103.4601547 32 0
"North Dakota" "US" 46.80851182 -102.6576326 4633 51
"North Dakota" "US" 47.45611548 -97.72728747 181 2
"North Dakota" "US" 46.97962541 -98.95637318 3416 80
"North Dakota" "US" 48.68565745 -99.24564265 311 11
"North Dakota" "US" 47.45367788 -97.16323288 1032 18
"North Dakota" "US" 48.36876964 -97.72574783 1856 24
"North Dakota" "US" 48.22390169 -101.5436763 9487 194
"North Dakota" "US" 47.58614526 -99.65904998 441 8
"North Dakota" "US" 48.34522353 -103.4793387 4661 38
"Northern Mariana Islands" "US" 15.0979 145.6739 162 2
"Ohio" "US" 38.84541072 -83.4718964 2291 52
"Ohio" "US" 40.77285242 -84.10802343 11352 229
"Ohio" "US" 40.84772277 -82.27280781 4134 88
"Ohio" "US" 41.70860332 -80.74830218 6530 167
"Ohio" "US" 39.33425634 -82.04278644 5038 57
"Ohio" "US" 40.55998859 -84.2242143 4762 83
"Ohio" "US" 40.01625942 -80.9924051 5634 160
"Ohio" "US" 38.93416837 -83.86788395 3869 56
"Ohio" "US" 39.44012838 -84.57388716 37768 573
"Ohio" "US" 40.5789686 -81.09178213 1894 47
"Ohio" "US" 40.13923427 -83.76875242 3215 57
"Ohio" "US" 39.91592258 -83.78498252 13660 294
"Ohio" "US" 39.04847534 -84.15375786 19459 231
"Ohio" "US" 39.41485808 -83.80852286 3621 60
"Ohio" "US" 40.76932373 -80.78094576 8569 227
"Ohio" "US" 40.30096166 -81.91729018 2598 58
"Ohio" "US" 40.85065156 -82.91989099 3883 102
"Ohio" "US" 41.424119 -81.65918339 107459 2084
"Ohio" "US" 40.13412966 -84.6194517 5273 121
"Ohio" "US" 41.32398837 -84.49076944 4042 96
"Ohio" "US" 40.27942393 -83.00457058 18085 130
"Ohio" "US" 41.36796058 -82.62904521 7600 154
"Ohio" "US" 39.75107189 -82.63088163 15757 198
"Ohio" "US" 39.56021306 -83.4562016 2780 48
"Ohio" "US" 39.96995815 -83.01115755 122519 1370
"Ohio" "US" 41.60213491 -84.12571393 4105 68
"Ohio" "US" 38.82708533 -82.31647569 2334 46
"Ohio" "US" 41.49952319 -81.17935342 6553 146
"Ohio" "US" 39.69116283 -83.89032084 14706 239
"Ohio" "US" 40.05026529 -81.49248905 3075 50
"Ohio" "US" 39.19673558 -84.54502924 78326 1177
"Ohio" "US" 41.00250487 -83.66838948 6730 124
"Ohio" "US" 40.66015414 -83.65929931 2647 64
"Ohio" "US" 40.29380509 -81.09068544 1056 36
"Ohio" "US" 41.3339642 -84.06830637 2643 66
"Ohio" "US" 39.1839264 -83.60331456 3474 60
"Ohio" "US" 39.49537927 -82.47991446 2097 60
"Ohio" "US" 40.56163713 -81.92635677 2534 99
"Ohio" "US" 41.14651175 -82.59867951 5314 115
"Ohio" "US" 39.01914254 -82.6181856 3085 51
"Ohio" "US" 40.38614126 -80.76259514 5343 150
"Ohio" "US" 40.39830217 -82.42027563 4397 109
"Ohio" "US" 41.69710807 -81.23676539 20067 366
"Ohio" "US" 38.59743452 -82.53466552 5470 102
"Ohio" "US" 40.09136236 -82.48185785 16149 208
"Ohio" "US" 40.38996525 -83.76784341 3744 76
"Ohio" "US" 41.29553751 -82.15083537 24246 473
"Ohio" "US" 41.62101218 -83.65468618 40298 776
"Ohio" "US" 39.89381073 -83.40178317 4239 60
"Ohio" "US" 41.01631101 -80.77287029 20946 585
"Ohio" "US" 40.58610662 -83.15736305 8390 135
"Ohio" "US" 41.11770589 -81.8998621 14922 260
"Ohio" "US" 39.09224872 -82.0305041 1417 39
"Ohio" "US" 40.54043046 -84.62912742 4719 85
"Ohio" "US" 40.0543329 -84.22871271 10548 214
"Ohio" "US" 39.72984936 -81.08464734 1289 41
"Ohio" "US" 39.75394919 -84.29050975 50176 1002
"Ohio" "US" 39.62081738 -81.85308173 1068 23
"Ohio" "US" 40.5236356 -82.7892599 2759 39
"Ohio" "US" 39.96575964 -81.94363275 8717 128
"Ohio" "US" 39.76818851 -81.45937183 1329 37
"Ohio" "US" 41.53781826 -83.0940185 3579 78
"Ohio" "US" 41.11676341 -84.5801017 1688 39
"Ohio" "US" 39.73508655 -82.23804971 2905 49
"Ohio" "US" 39.64170392 -83.0243386 8439 121
"Ohio" "US" 39.07634001 -83.06769584 2338 32
"Ohio" "US" 41.16793482 -81.19735782 12431 199
"Ohio" "US" 39.7420247 -84.64787018 3710 98
"Ohio" "US" 41.02094889 -84.1336111 4217 99
"Ohio" "US" 40.77180308 -82.5379961 11067 198
"Ohio" "US" 39.33705391 -83.06000914 6707 147
"Ohio" "US" 41.35624126 -83.137872 5189 120
"Ohio" "US" 38.80270163 -82.98907345 6295 101
"Ohio" "US" 41.12351311 -83.12783209 5139 120
"Ohio" "US" 40.33163494 -84.20258189 4565 93
"Ohio" "US" 40.81482476 -81.36437305 31513 902
"Ohio" "US" 41.12464734 -81.53123079 45557 923
"Ohio" "US" 41.31735028 -80.76109643 15627 462
"Ohio" "US" 40.44214695 -81.47226262 8387 240
"Ohio" "US" 40.30016061 -83.37239023 5584 47
"Ohio" "US" 40.8554138 -84.591117 2392 63
"Ohio" "US" 39.25208988 -82.4831444 816 14
"Ohio" "US" 39.42581994 -84.16557457 23910 294
"Ohio" "US" 39.45690571 -81.49121382 5087 108
"Ohio" "US" 40.82925852 -81.88844833 8594 209
"Ohio" "US" 41.56052014 -84.58429552 3286 74
"Ohio" "US" 41.36224827 -83.62285108 12806 185
"Ohio" "US" 40.84339621 -83.30734173 2275 54
"Oklahoma" "US" 35.88494195 -94.65859267 3159 38
"Oklahoma" "US" 36.73090616 -98.32408495 1156 7
"Oklahoma" "US" 34.37366573 -96.03802487 1863 25
"Oklahoma" "US" 36.7496847 -100.4758872 470 6
"Oklahoma" "US" 35.26862449 -99.68128023 2883 55
"Oklahoma" "US" 35.87518314 -98.43307003 1033 18
"Oklahoma" "US" 33.96472458 -96.25903472 6068 70
"Oklahoma" "US" 35.17364557 -98.37534464 3949 87
"Oklahoma" "US" 35.5426055 -97.98465569 16832 164
"Oklahoma" "US" 34.25103751 -97.28552485 6049 108
"Oklahoma" "US" 35.90692775 -94.99980896 5580 74
"Oklahoma" "US" 34.02807439 -95.54771129 1606 20
"Oklahoma" "US" 36.74817177 -102.5173885 212 1
"Oklahoma" "US" 35.20413532 -97.32519562 30562 390
"Oklahoma" "US" 34.58840127 -96.29798747 689 15
"Oklahoma" "US" 34.65973764 -98.47195055 13508 182
"Oklahoma" "US" 34.28845626 -98.37053567 675 16
"Oklahoma" "US" 36.76268118 -95.20916602 1951 18
"Oklahoma" "US" 35.90230551 -96.37086028 6822 153
"Oklahoma" "US" 35.63853802 -99.00170785 4065 97
"Oklahoma" "US" 36.40823634 -94.80325046 4548 89
"Oklahoma" "US" 35.98772922 -99.00730714 545 14
"Oklahoma" "US" 36.2180194 -99.75324573 353 5
"Oklahoma" "US" 36.3791334 -97.78265517 7735 127
"Oklahoma" "US" 34.70418038 -97.30811132 3585 76
"Oklahoma" "US" 35.0167709 -97.88339847 5895 119
"Oklahoma" "US" 36.796297 -97.78638765 547 7
"Oklahoma" "US" 34.93535801 -99.5605612 578 20
"Oklahoma" "US" 34.7440135 -99.84741652 323 4
"Oklahoma" "US" 36.78836519 -99.6679804 416 6
"Oklahoma" "US" 35.222576 -95.11513306 1245 16
"Oklahoma" "US" 35.04912569 -96.24921145 1226 29
"Oklahoma" "US" 34.58781741 -99.41138784 3092 56
"Oklahoma" "US" 34.11130184 -97.83182974 689 13
"Oklahoma" "US" 34.31440473 -96.66011537 1369 35
"Oklahoma" "US" 36.81799745 -97.14421435 5283 125
"Oklahoma" "US" 35.94530008 -97.94193268 2035 38
"Oklahoma" "US" 34.91671958 -98.97720696 810 24
"Oklahoma" "US" 34.87844729 -95.25215049 832 13
"Oklahoma" "US" 34.89851864 -94.70392124 5535 63
"Oklahoma" "US" 35.70270942 -96.8812462 3198 69
"Oklahoma" "US" 35.91899576 -97.44352845 4174 56
"Oklahoma" "US" 33.95273467 -97.23906784 1487 20
"Oklahoma" "US" 36.31149996 -98.53467076 954 21
"Oklahoma" "US" 34.02311222 -96.76855464 2034 22
"Oklahoma" "US" 36.30179091 -95.23175116 4154 68
"Oklahoma" "US" 35.01123903 -97.44572302 5237 67
"Oklahoma" "US" 34.11664328 -94.77222373 3912 88
"Oklahoma" "US" 35.37235506 -95.66599306 1991 56
"Oklahoma" "US" 34.48116015 -97.06826283 2005 37
"Oklahoma" "US" 35.61318461 -95.37802952 9281 163
"Oklahoma" "US" 36.38953329 -97.22928674 1374 19
"Oklahoma" "US" 36.79843529 -95.61902331 1140 18
"Oklahoma" "US" 35.46485198 -96.32639984 1779 30
"Oklahoma" "US" 35.55140095 -97.40716948 85218 1172
"Oklahoma" "US" 35.64661916 -95.96432828 3698 77
"Oklahoma" "US" 36.62888819 -96.39635704 4618 72
"Oklahoma" "US" 36.83532655 -94.81011909 3822 62
"Oklahoma" "US" 36.31743373 -96.7033176 1761 47
"Oklahoma" "US" 36.07695283 -96.97584944 8623 70
"Oklahoma" "US" 34.92065823 -95.7513432 4595 68
"Oklahoma" "US" 34.72959848 -96.68337199 5060 72
"Oklahoma" "US" 35.20614018 -96.94923008 8271 123
"Oklahoma" "US" 34.41635232 -95.37603505 1008 20
"Oklahoma" "US" 35.68711719 -99.69666167 390 12
"Oklahoma" "US" 36.37004357 -95.60406759 10306 168
"Oklahoma" "US" 35.16478725 -96.61686741 2849 68
"Oklahoma" "US" 35.49447108 -94.75463785 4079 49
"Oklahoma" "US" 34.48556989 -97.85141892 4804 99
"Oklahoma" "US" 36.74777635 -101.4889765 3497 32
"Oklahoma" "US" 34.37288446 -98.92426619 801 17
"Oklahoma" "US" 36.11939621 -95.94013939 73345 1022
"Oklahoma" "US" 35.96024096 -95.51911308 7970 112
"Oklahoma" "US" 36.71380786 -95.90514104 5127 107
"Oklahoma" "US" 35.29071824 -98.99180434 1074 21
"Oklahoma" "US" 36.76705782 -98.86573064 1204 17
"Oklahoma" "US" 36.42316318 -99.26283045 3141 33
"Oregon" "US" 44.70915557 -117.6749883 861 14
"Oregon" "US" 44.49167306 -123.4316987 2733 18
"Oregon" "US" 45.18787398 -122.2179634 15451 204
"Oregon" "US" 45.99712889 -123.660711 899 8
"Oregon" "US" 45.94464254 -123.0890898 1551 26
"Oregon" "US" 43.17406868 -124.0594514 1978 31
"Oregon" "US" 44.14230227 -120.356297 881 19
"Oregon" "US" 42.45911325 -124.157282 595 9
"Oregon" "US" 43.91570171 -121.2289121 7172 72
"Oregon" "US" 43.27941273 -123.167291 3049 65
"Oregon" "US" 45.37160076 -120.2048869 56 1
"Oregon" "US" 44.49024544 -119.0068631 412 4
"Oregon" "US" 43.06422669 -118.9666306 306 6
"Oregon" "US" 45.51872811 -121.6552036 1127 29
"Oregon" "US" 42.43201126 -122.7289309 9938 127
"Oregon" "US" 44.62806839 -121.17832 2073 32
"Oregon" "US" 42.3665549 -123.5561938 3066 62
"Oregon" "US" 42.68762984 -121.6496461 3490 59
"Oregon" "US" 42.79246693 -120.3850163 413 7
"Oregon" "US" 43.93727035 -122.847753 11656 144
"Oregon" "US" 44.64252874 -123.869912 1305 20
"Oregon" "US" 44.48899494 -122.5373154 4175 63
"Oregon" "US" 43.1937027 -117.6227395 3428 58
"Oregon" "US" 44.90287942 -122.5815117 20261 299
"Oregon" "US" 45.41846568 -119.584546 1079 15
"Oregon" "US" 45.54747959 -122.4169351 35068 568
"Oregon" "US" 44.90322804 -123.4128888 3457 52
"Oregon" "US" 45.41501554 -120.6827834 57 0
"Oregon" "US" 45.46248721 -123.712066 582 3
"Oregon" "US" 45.59073056 -118.7353826 7968 83
"Oregon" "US" 45.30915495 -118.0068979 1416 24
"Oregon" "US" 45.57894064 -117.183538 157 5
"Oregon" "US" 45.16292781 -121.1670954 1299 28
"Oregon" "US" 45.55972701 -123.0955257 23492 229
"Oregon" "US" 44.72698162 -120.0281427 25 1
"Oregon" "US" 45.23330449 -123.3086963 4116 75
"Pennsylvania" "US" 39.87140411 -77.21610347 8770 168
"Pennsylvania" "US" 40.46809875 -79.98167747 94112 1870
"Pennsylvania" "US" 40.81665618 -79.46290811 5529 123
"Pennsylvania" "US" 40.6825484 -80.34921611 14217 367
"Pennsylvania" "US" 40.00522157 -78.48998442 4175 131
"Pennsylvania" "US" 40.41570541 -75.92457766 43516 961
"Pennsylvania" "US" 40.47961444 -78.34917412 11957 318
"Pennsylvania" "US" 41.78869215 -76.51570822 5416 86
"Pennsylvania" "US" 40.33682119 -75.10836643 56123 1212
"Pennsylvania" "US" 40.91152759 -79.91351055 16290 400
"Pennsylvania" "US" 40.49527404 -78.71377428 13134 412
"Pennsylvania" "US" 41.43625568 -78.20376845 286 7
"Pennsylvania" "US" 40.91545395 -75.7068525 5842 163
"Pennsylvania" "US" 40.92058903 -77.82200624 15744 215
"Pennsylvania" "US" 39.97291773 -75.74768357 33758 756
"Pennsylvania" "US" 41.19265812 -79.42413524 2962 89
"Pennsylvania" "US" 41.00110782 -78.47592663 7854 133
"Pennsylvania" "US" 41.23255967 -77.63785995 3378 60
"Pennsylvania" "US" 41.04821986 -76.40565017 5247 130
"Pennsylvania" "US" 41.68447709 -80.10760592 6879 146
"Pennsylvania" "US" 40.1625372 -77.26130755 19013 503
